1	32767	0	 0 0 2506.61 2155.09 2326.14 2469.4 1809.98
1	32767	0	 0 0 2506.52 2155.01 2326.06 2469.31 1809.89
1	32767	0	 0 0 2506.52 2155.01 2326.06 2469.31 1809.89
32767	32767	0	 0 2.75859e-313 2.31584e+77 2.31584e+77 2.75859e-313 0 0
1	32767	0	 2.12941e-314 0 2487.76 2136.24 2307.29 2450.54 1791.12
32767	32767	0	 0 2.75859e-313 -1.49167e-154 -1.49167e-154 2.75859e-313 0 0
1	32767	0	 2.20954e-314 0 2498.77 2147.25 2318.3 2461.56 1802.14
1	32767	0	 0.178451 -0.0363414 1720.86 1687.73 1800.35 2187.57 1677.82
1	32767	0	 0.176997 -0.0331623 1725.79 1690.9 1803.72 2189.87 1678.92
32767	32767	0	 1.43142e+07 1.3395e+07 -2.68156e+154 -2.68156e+154 1.30439e+07 1.22278e+07 1.12303e+07
1	32767	0	 6.95324e-310 0 1666.19 1650.05 1760.87 2158.13 1660.46
1	32767	0	 0 0 2506.52 2155.01 2326.06 2469.31 1809.89
32767	32767	0	 0 0 2506.52 2155.01 2326.06 2469.31 1809.89
1	32767	0	 2510.93 2088.93 2270.24 2473.72 1814.3 823.15 940.228
1	32767	0	 2439.93 2088.42 2269.73 2473.21 1813.79 791.15 859.823
32767	32767	0	 0 0 2506.52 2155.01 2326.06 2469.31 1809.89
1	32767	0	 2439.93 2088.42 2269.73 2473.21 1813.79 791.15 859.823
1	32767	0	 2510.93 2088.93 2270.24 2473.72 1814.3 823.15 940.228
1	32767	0	 0 0 2506.52 2155.01 2326.06 2469.31 1809.89
1	32767	0	 2439.93 2088.42 2269.73 2473.21 1813.79 791.15 859.823
1	32767	0	 2439.93 2088.42 2269.73 2473.21 1813.79 791.15 859.823
1	32767	0	 2510.93 2088.93 2270.24 2473.72 1814.3 823.15 940.228
1	32767	0	 0 0 2506.52 2155.01 2326.06 2469.31 1809.89
1	32767	0	 2439.93 2088.42 2269.73 2473.21 1813.79 791.15 859.823
1	32767	0	 2510.93 2088.93 2270.24 2473.72 1814.3 823.15 940.228
1	32767	0	 0 0 2506.52 2155.01 2326.06 2469.31 1809.89
1	32767	0	 2439.93 2088.42 2269.73 2473.21 1813.79 791.15 859.823
1	32767	0	 2510.93 2088.93 2270.24 2473.72 1814.3 823.15 940.228
1	32767	0	 0 0 2506.52 2155.01 2326.06 2469.31 1809.89
1	32767	0	 2439.93 2088.42 2269.73 2473.21 1813.79 791.15 859.823
1	32767	0	 2510.93 2088.93 2270.24 2473.72 1814.3 823.15 940.228
1	32767	0	 0 0 2506.52 2155.01 2326.06 2469.31 1809.89
1	32767	0	 2510.93 2088.93 2270.24 2473.72 1814.3 823.15 940.228
1	32767	0	 0 0 2506.52 2155.01 2326.06 2469.31 1809.89
1	32767	0	 2439.93 2088.42 2269.73 2473.21 1813.79 791.15 859.823
1	32767	0	 2510.93 2088.93 2270.24 2473.72 1814.3 823.15 940.228
1	32767	0	 0 0 2506.52 2155.01 2326.06 2469.31 1809.89
1	32767	0	 2439.93 2088.42 2269.73 2473.21 1813.79 791.15 859.823
1	32767	0	 2510.93 2088.93 2270.24 2473.72 1814.3 823.15 940.228
1	32767	0	 0 0 2506.52 2155.01 2326.06 2469.31 1809.89
1	32767	0	 0 0 2506.52 2155.01 2326.06 2469.31 1809.89
1	32767	0	 2510.93 2088.93 2270.24 2473.72 1814.3 823.15 940.228
1	32767	0	 2439.93 2088.42 2269.73 2473.21 1813.79 791.15 859.823
1	32767	0	 0 0 2506.52 2155.01 2326.06 2469.31 1809.89
1	32767	0	 2510.93 2088.93 2270.24 2473.72 1814.3 823.15 940.228
1	32767	0	 2439.93 2088.42 2269.73 2473.21 1813.79 791.15 859.823
1	32767	0	 0 0 2506.52 2155.01 2326.06 2469.31 1809.89
1	32767	0	 2510.93 2088.93 2270.24 2473.72 1814.3 823.15 940.228
1	32767	0	 2439.93 2088.42 2269.73 2473.21 1813.79 791.15 859.823
1	32767	0	 0 0 2506.52 2155.01 2326.06 2469.31 1809.89
1	32767	0	 2510.93 2088.93 2270.24 2473.72 1814.3 823.15 940.228
1	32767	0	 2439.93 2088.42 2269.73 2473.21 1813.79 791.15 859.823
1	32767	0	 2215.09 2462.29 1802.87 780.233 781.515 597.705 1132.14
1	32767	0	 2173.4 2463.41 1782.22 767.917 776.338 786.047 1149.82
1	32767	0	 1792.84 763.21 1162.37 817.791 1168.49 1230.78 1485.34
1	32767	0	 1784.52 1793.26 1109.92 796.158 1193.18 1282.02 1476.16
1	32767	0	 0 0 2.75859e-313 0 0 2.75859e-313 0
1	32767	0	 0 0 2.75859e-313 0 0 2.75859e-313 0
32767	32767	0	 0 2.75859e-313 -2.68156e+154 -2.68156e+154 2.75859e-313 0 0
1	32767	0	 2.25096e-314 0 2498.77 2147.25 2318.3 2461.56 1802.14
1	32767	0	 0 0 2506.52 2155.01 2326.06 2469.31 1809.89
1	32767	0	 0 0 2506.52 2155.01 2326.06 2469.31 1809.89
1	32767	0	 2510.93 2088.93 2270.24 2473.72 1814.3 823.15 940.228
1	32767	0	 2439.93 2088.42 2269.73 2473.21 1813.79 791.15 859.823
1	32767	0	 2215.09 2462.29 1802.87 780.233 781.515 597.705 1132.14
1	32767	0	 2173.4 2463.41 1782.22 767.917 776.338 786.047 1149.82
1	32767	0	 1792.84 763.21 1162.37 817.791 1168.49 1230.78 1485.34
1	32767	0	 1784.52 1793.26 1109.92 796.158 1193.18 1282.02 1476.16
1	32767	0	 0 0 2.75859e-313 0 0 2.75859e-313 0
1	32767	0	 0 0 2.75859e-313 0 0 2.75859e-313 0
32767	32767	0	 2510.93 2088.93 2270.24 2473.72 1814.3 823.15 940.228
1	32767	0	 1.49167e-154 1.49167e-154 4.44659e-323 0 2.75859e-313 0 0
32767	32767	0	 2514.78 2092.78 2274.09 2477.57 1818.15 826.999 944.077
1	32767	0	 2510.93 2088.93 2270.24 2473.72 1814.3 823.15 940.228
1	32767	0	 2439.93 2088.42 2269.73 2473.21 1813.79 791.15 859.823
1	32767	0	 2215.09 2462.29 1802.87 780.233 781.515 597.705 1132.14
1	32767	0	 2173.4 2463.41 1782.22 767.917 776.338 786.047 1149.82
1	32767	0	 1792.84 763.21 1162.37 817.791 1168.49 1230.78 1485.34
1	32767	0	 1784.52 1793.26 1109.92 796.158 1193.18 1282.02 1476.16
1	32767	0	 0 0 2.75859e-313 0 0 2.75859e-313 0
1	32767	0	 0 0 2.75859e-313 0 0 2.75859e-313 0
1	32767	0	 2.20063e-314 0 -1.49167e-154 -2.31584e+77 5.45455e+247 -2.31584e+77 2.20063e-314
32767	32767	0	 1738.86 1675.66 1791.59 2193.41 1678.12 680.22 667.882
32767	32767	0	 1738.86 1675.66 1791.59 2193.41 1678.12 680.22 667.882
1	32767	0	 1761.88 1692.61 1809.28 2208.35 1689.49 691.524 681.654
32767	32767	0	 1719.98 1665.95 1780.79 2186.7 1676.96 679.171 663.078
1	32767	0	 1738.86 1675.66 1791.59 2193.41 1678.12 680.22 667.882
1	32767	0	 1716.08 1674.4 1790.38 2191.99 1676.42 666.258 633.825
1	32767	0	 1817.66 2222.61 1689.43 677.483 622.965 507.008 958.172
1	32767	0	 1813.64 2234.21 1687.19 677.99 627.394 621.199 980.12
1	32767	0	 0 2.97079e-313 0 0 2.97079e-313 0 0
1	32767	0	 0 2.97079e-313 0 0 2.97079e-313 0 0
1	32767	0	 2.23643e-314 2.54639e-313 -1.28823e-231 -1.28823e-231 -1.31475e-231 -1.28823e-231 6.61343e-315
1	32767	0	 2.18822e-314 2.18822e-314 2.18822e-314 0 -1.49167e-154 2.31584e+77 -1.52238e-154
1	32767	0	 1315.22 1291.06 1443.46 0 -1.72723e-77 1.49167e-154 0.502923
32767	32767	0	 1738.86 1675.66 1791.59 2193.41 1678.12 680.22 667.882
32767	32767	0	 2510.93 2088.93 2270.24 2473.72 1814.3 823.15 940.228
