#This is based on the extraction from Paul Alley
# number of years of data (1989-2009)
1989 2011
# number of ages (2-50)
2 50
# VonBertalanffy k parameter
0.122
# Linf
440
# length at age
157.1993 192.0792 216.8270 236.0228 251.7069
264.9677 276.4546 286.5869 295.6505 303.8495
311.3346 318.2202 324.5953 330.5304 336.0823
341.2975 346.2145 350.8657 355.2781 359.4753
363.4772 367.3011 370.9623 374.474 377.8479
381.0945 384.223 387.2417 390.1581 392.9788
395.71 398.3571 400.9252 403.4188 405.8422
408.1992 410.4933 412.7279 414.9058 417.03
419.103 421.1272 423.1048 425.0381 426.9288
428.7788 430.5900 432.3637 434.1016
#Term Age
15
#Nva
4
#the end of each Va regime (epochs)
1990 1995 1999 2009
#M deviation flag (use negative to turn off)
-1
# Initial tagging captures and recaptures by age and year (cta) and (rta) and (rcta)
#mta
35 99 109 33 24 15 17 19 34 29 41 40 34 29 42 29 23 22 26 29 14 12 3 3 3 3 4 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15 53 122 72 34 26 16 26 25 24 29 22 29 22 30 18 15 29 22 28 15 13 8 13 4 5 1 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
421 583 470 259 155 160 125 112 105 122 128 107 116 117 139 116 102 99 64 79 51 40 24 21 10 5 7 7 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
367 317 266 118 112 69 54 54 74 63 67 73 68 83 86 88 73 78 54 60 26 33 26 24 6 6 5 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
975 968 284 62 50 38 26 21 17 26 13 19 32 40 32 38 29 44 30 24 19 23 19 16 5 3 2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
208 278 155 37 12 14 9 3 7 11 14 12 17 15 16 10 5 12 8 9 9 4 5 8 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
89 88 36 16 10 5 6 6 0 4 4 7 8 10 5 6 9 11 3 9 0 4 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14 19 10 0 2 0 1 0 1 2 1 0 4 0 2 0 1 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 5 11 2 1 1 0 0 0 0 3 1 1 1 5 5 2 3 3 2 1 0 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
58 81 38 13 7 5 4 0 1 3 0 0 1 0 0 2 2 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
