1
64
28
2.33
1.996421
875.1
0.2265
-0.57
1.28263e-08
3.0215
3.55
3.4525
2500000
0.88
0.148
0.05
10291.235 8629.808 6838.669 4709.489 2935.704 1648.662 1469.478 890.238 652.941 380.074 571.659 569.98 1183.092 886.446 538.036 566.882 674.824 540.297 427.996 620.572 901.912 1372.91 1026.967 746.416 674.288 1035.499 836.027 704.903 778.541 601.975 862.21 632.923 491.8 604.386 863.754 828.059 592.49 855.602 1003.014 896.22 1055.569 1032.528 1120.479 1206.399 1075.246 979.345 1065.157 978.138 909.661 1279.349 1845.565 2034.623 2037.022 2057.416 2572.078 2606.396 3152.84 2943.172 2955.099 2907.925 3141.012 3637.097 3705.008 3993.214
4267163.566 9153793.2 11650746.148 10324727.596 7641181.454 5210019.03 5032081.158 3128700.895 2422783.825 1611166.476 2578942.631 2752735.905 5576551.182 3547790.134 2337850.638 2353524.351 2632240.495 1978554.173 1952313.813 2313712.011 3630801.313 5305081.103 3717925.466 2532676.139 2593649.957 3364564.959 2814521.961 2452562.971 2669279.101 2241579.485 2809697.352 1896193.805 1564742.68 1980281.625 2616165.686 2350231.753 1694005.08 2771637.915 2599096.335 2536324.52 2867674.732 2811307.185 2896093.301 2964707.683 2592596.85 2251295.996 2282942.547 2190933.75 1869724.957 2583701.001 3525674.461 3515872.614 3506460.087 3085584.503 3551377.216 3446179.062 3715680.282 3117696.169 2948181.427 2633413.716 2527736.009 2464660.84 2111964.993 1871864.533
0 0 8 80 72 123 71 74 48 42 19 121 54 59 18 4 16 36 4 20 17 27 3 9 2 3 9 61
0 0 58 75 72 46 124 67 88 42 44 14 102 42 61 18 5 16 26 8 7 17 28 12 6 0 1 21
0 0 39 273 65 57 30 91 43 46 31 35 9 88 32 39 13 6 15 24 6 10 14 13 10 7 1 3
0 0 45 167 246 52 44 21 70 34 41 24 25 15 58 31 35 13 7 8 18 7 9 7 14 3 6 0
0 0 41 299 120 183 46 25 28 43 26 28 16 22 7 34 12 20 6 3 2 12 3 3 5 12 3 1
0 0 255 169 200 64 80 14 26 18 23 12 27 12 11 3 27 15 17 2 0 3 4 2 1 4 7 4
0 0 49 703 66 79 17 24 5 9 2 9 3 3 6 2 0 12 1 2 1 1 0 1 0 1 2 2
0 0 178 308 410 31 31 4 20 2 2 1 4 0 1 1 0 0 2 1 0 0 0 1 1 0 1 1
0 0 64 679 124 108 11 2 2 3 0 0 0 1 0 0 0 0 0 2 0 0 1 0 0 2 0 1
0 0 435 249 244 33 31 1 3 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0
0 0 169 759 38 28 3 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 497 351 144 6 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 138 813 31 17 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 115 578 293 9 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 247 433 227 87 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 291 563 100 33 11 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 149 690 141 14 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 140 569 255 33 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 360 419 153 55 12 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 268 616 87 20 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 369 504 107 14 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 97 794 92 16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 141 464 360 27 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 152 536 188 102 19 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 347 430 156 37 23 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 113 761 89 25 8 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 119 464 372 27 12 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 223 458 204 95 12 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 55 705 165 42 29 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 368 265 293 36 23 14 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 60 769 79 70 15 5 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 126 356 448 30 34 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 226 416 146 183 9 12 5 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 266 538 121 38 32 3 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 126 645 174 30 13 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 32 524 352 68 12 4 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 286 182 311 182 26 9 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 185 651 55 70 28 8 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 83 587 271 23 21 12 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 205 351 301 115 10 10 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 99 631 134 94 34 2 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 134 390 347 64 42 17 0 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 137 533 168 119 21 16 4 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 64 538 268 69 39 9 9 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 89 335 366 125 49 29 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 142 381 223 163 50 22 13 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 77 526 199 86 69 35 2 2 2 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
0 0 76 365 348 98 57 42 11 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 209 289 226 185 35 18 25 6 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 198 533 115 58 59 21 5 8 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
