#5242
21
#inobs
74 263 771 550 192  44   7   4   6  14 114 186 170 110 134  82 457 523 588 647 306
#YEAR RIVER l1 l2 dt dl
1994 2 405 410 424 4.31
1994 2 382 382 421 0
1994 2 381 380 404 -0.9
1994 2 333 330 399 -2.75
1994 2 198 219 430 17.84
1994 2 459 455 399 -3.66
1994 2 357 354 399 -2.75
1994 2 355 355 399 0
1994 2 298 300 391 1.87
1994 2 236 253 392 15.84
1994 2 390 392 416 1.76
1994 2 207 208 426 0.86
1994 2 350 354 410 3.56
1994 2 398 405 390 6.56
1994 2 203 213 373 9.79
1994 2 183 202 392 17.7
1994 2 230 250 406 17.99
1994 2 254 275 399 19.22
1994 2 148 171 427 19.67
1994 2 266 270 366 3.99
1994 2 190 210 428 17.07
1994 2 227 227 366 0
1994 2 182 195 426 11.15
1994 2 184 186 400 1.83
1994 2 297 310 373 12.73
1994 2 226 249 371 22.64
1994 2 217 245 372 27.49
1995 2 377 386 480 6.85
1995 2 379 376 367 -2.99
1995 2 398 397 387 -0.94
1995 2 372 384 371 11.81
1995 2 302 325 559 15.03
1995 2 314 327 433 10.97
1995 2 282 292 368 9.93
1995 2 283 305 476 16.88
1995 2 374 375 436 0.84
1995 2 410 415 510 3.58
1995 2 382 380 409 -1.79
1995 2 368 370 371 1.97
1995 2 320 355 552 23.16
1995 2 335 333 440 -1.66
1995 2 402 394 366 -7.98
1995 2 259 283 391 22.42
1995 2 420 429 511 6.43
1995 2 306 317 393 10.22
1995 2 370 378 533 5.48
1995 2 260 254 393 -5.58
1995 2 299 310 436 9.22
1995 2 395 387 372 -7.85
1995 2 313 318 432 4.23
1995 2 355 364 577 5.7
1995 2 400 399 366 -1
1995 2 310 317 400 6.39
1995 2 265 291 482 19.7
1995 2 377 383 470 4.66
1995 2 322 320 387 -1.89
1995 2 428 429 369 0.99
1995 2 257 275 370 17.77
1995 2 278 292 395 12.95
1995 2 319 327 380 7.69
1995 2 272 285 389 12.21
1995 2 382 381 576 -0.63
1995 2 320 326 467 4.69
1995 2 335 335 385 0
1995 2 345 345 432 0
1995 2 265 276 372 10.8
1995 2 310 329 374 18.56
1995 2 379 401 513 15.66
1995 2 354 348 366 -5.99
1995 2 190 210 377 19.38
1995 2 381 379 366 -2
1996 1 292 311 384 18.07
1996 2 333 347 418 12.23
1996 2 373 383 381 9.59
1996 2 345 335 376 -9.71
1996 2 394 401 500 5.11
1996 1 453 455 389 1.88
1996 2 168 196 379 26.98
1997 1 372 376 436 3.35
1997 2 324 335 380 10.57
1997 2 191 209 368 17.87
1997 2 152 175 367 22.89
1998 2 371 386 380 14.42
1998 2 289 315 387 24.54
1998 2 250 293 522 30.09
1998 2 185 225 367 39.81
1998 2 170 204 367 33.84
1998 2 230 269 366 38.92
1999 2 430 435 472 3.87
1999 2 388 395 512 4.99
1999 2 410 410 491 0
1999 2 212 257 538 30.55
1999 2 180 214 407 30.51
1999 2 114 187 405 65.84
1999 2 113 184 524 49.49
1999 2 155 178 403 20.85
1999 2 201 271 564 45.33
1999 2 219 256 377 35.85
1999 2 194 219 383 23.84
1999 2 149 189 374 39.06
1999 2 218 260 382 40.16
1999 2 160 201 382 39.2
2000 2 375 375 416 0
2000 1 405 406 478 0.76
2000 2 425 420 444 -4.11
2000 2 405 405 382 0
2000 2 400 401 387 0.94
2000 2 400 391 372 -8.84
2000 1 397 401 386 3.78
2000 2 343 350 498 5.13
2000 2 389 395 472 4.64
2000 1 400 408 597 4.89
2000 2 370 372 380 1.92
2000 2 375 384 445 7.39
2000 2 362 372 470 7.77
2000 2 359 356 372 -2.95
2000 2 146 256 367 109.48
2000 2 188 227 565 25.21
2000 1 235 254 482 14.4
2000 2 284 285 417 0.88
2000 2 285 287 379 1.93
2000 2 245 249 382 3.82
2000 2 169 199 419 26.15
2000 2 190 233 572 27.46
2000 2 325 329 535 2.73
2000 2 380 369 503 -7.99
2000 2 222 230 420 6.96
2000 2 285 291 412 5.32
2000 2 288 283 415 -4.4
2000 2 190 226 572 22.99
2000 2 160 185 416 21.95
2000 2 167 212 418 39.32
2000 2 193 256 574 40.09
2000 2 279 287 532 5.49
2000 2 272 294 569 14.12
2000 2 259 260 417 0.88
2000 2 181 235 537 36.73
2000 2 234 234 376 0
2000 2 325 323 414 -1.76
2000 2 229 260 416 27.22
2000 2 169 190 418 18.35
2000 2 189 217 419 24.41
2000 2 255 259 531 2.75
2000 2 235 258 379 22.17
2000 2 215 220 565 3.23
2000 2 167 202 535 23.89
2000 2 165 253 529 60.76
2000 2 185 213 563 18.17
2000 2 220 236 565 10.34
2000 2 192 234 529 29
2000 2 193 219 412 23.05
2000 2 233 264 563 20.11
2000 2 265 280 410 13.36
2000 2 268 284 564 10.36
2000 2 214 219 410 4.45
2000 2 175 202 377 26.16
2000 2 227 243 417 14.01
2000 2 233 270 529 25.55
2000 2 240 243 563 1.95
2000 2 172 199 414 23.82
2000 2 160 191 568 19.93
2000 2 180 214 530 23.43
2000 2 151 162 414 9.7
2000 2 225 275 533 34.26
2000 2 211 237 495 19.18
2000 2 190 208 564 11.66
2000 2 151 236 565 54.95
2000 2 180 208 376 27.2
2000 2 158 205 527 32.57
2000 2 156 225 522 48.28
2000 2 200 218 369 17.82
2000 2 232 263 521 21.73
2000 2 142 173 367 30.85
2000 2 256 272 521 11.22
2000 2 134 209 526 52.08
2000 2 160 239 522 55.28
2000 2 215 225 374 9.77
2000 2 245 248 366 2.99
2000 2 211 234 521 16.12
2000 2 127 187 523 41.9
2000 2 197 230 523 23.05
2000 2 208 240 485 24.1
2000 2 159 215 489 41.83
2000 2 121 175 520 37.93
2000 2 172 214 479 32.03
2000 2 142 185 401 39.17
2000 2 129 160 402 28.17
2000 2 195 231 398 33.04
2000 2 165 230 370 64.17
2000 2 141 167 367 25.88
2000 2 187 225 395 35.14
2000 2 269 276 396 6.46
2000 2 198 233 396 32.28
2000 2 169 231 395 57.33
2000 2 268 281 397 11.96
2000 2 106 151 402 40.89
2000 2 195 243 401 43.72
2000 2 196 214 400 16.44
2000 2 185 226 400 37.44
2000 2 182 209 398 24.78
2000 2 180 211 398 28.45
2000 2 145 157 398 11.01
2000 2 130 196 397 60.72
2000 2 142 189 397 43.24
2000 2 145 212 402 60.87
2000 2 178 198 401 18.22
2000 2 202 227 397 23
2000 2 226 234 396 7.38
2000 2 168 186 397 16.56
2000 2 195 232 394 34.3
2000 2 139 188 399 44.86
2000 2 110 187 393 71.56
2000 2 185 213 396 25.83
2000 2 187 218 395 28.67
2000 2 134 192 393 53.9
2000 2 145 182 393 34.39
2001 1 413 412 420 -0.87
2001 2 422 430 539 5.42
2001 2 383 397 538 9.5
2001 2 402 415 536 8.86
2001 1 382 388 448 4.89
2001 2 405 408 370 2.96
2001 1 393 394 415 0.88
2001 2 285 296 469 8.57
2001 2 440 434 538 -4.07
2001 1 405 419 416 12.29
2001 2 415 415 389 0
2001 2 374 382 379 7.71
2001 2 383 390 537 4.76
2001 2 390 399 538 6.11
2001 2 409 415 373 5.88
2001 1 414 420 450 4.87
2001 2 362 351 438 -9.17
2001 2 410 415 375 4.87
2001 2 397 402 504 3.62
2001 2 379 393 373 13.71
2001 2 398 411 531 8.94
2001 2 393 400 539 4.74
2001 2 407 406 390 -0.94
2001 2 399 406 538 4.75
2001 2 419 430 539 7.45
2001 2 379 385 539 4.07
2001 2 410 420 505 7.23
2001 2 324 331 535 4.78
2001 2 317 339 502 16.01
2001 2 254 252 374 -1.95
2001 2 353 370 504 12.32
2001 2 298 302 378 3.87
2001 2 199 253 506 38.98
2001 2 235 270 383 33.38
2001 2 234 312 542 52.56
2001 2 267 297 387 28.31
2001 2 222 262 384 38.05
2001 2 161 217 383 53.4
2001 2 208 245 467 28.94
2001 2 149 215 472 51.07
2001 2 185 254 466 54.08
2001 2 202 240 380 36.52
2001 2 219 320 536 68.83
2001 2 151 235 371 82.7
2001 2 182 234 503 37.76
2001 2 205 265 378 57.98
2001 2 260 305 537 30.61
2001 2 144 219 509 53.82
2001 2 128 222 546 62.88
2001 2 289 335 511 32.88
2001 2 158 242 509 60.28
2001 2 122 222 509 71.76
2001 2 181 292 503 80.6
2001 2 225 242 379 16.38
2001 2 147 250 541 69.54
2001 2 206 280 542 49.87
2001 2 248 270 503 15.98
2001 2 255 270 507 10.81
2001 2 160 222 375 60.39
2001 2 116 244 537 87.06
2001 2 298 330 539 21.68
2001 2 189 240 374 49.81
2001 2 148 202 377 52.32
2001 2 171 260 543 59.87
2001 2 141 280 502 101.13
2001 2 369 377 538 5.43
2001 2 110 201 378 87.93
2001 2 283 297 378 13.53
2001 2 164 211 372 46.15
2001 2 254 250 375 -3.9
2001 2 153 210 375 55.52
2001 2 195 210 380 14.42
2001 2 229 284 377 53.29
2001 2 195 235 506 28.87
2001 2 129 190 379 58.79
2001 2 104 171 379 64.57
2001 2 342 343 438 0.83
2001 2 140 227 504 63.05
2001 2 205 242 376 35.94
2001 2 162 236 503 53.73
2001 2 122 210 374 85.94
2001 2 196 251 498 40.34
2001 2 166 240 473 57.14
2001 2 102 203 477 77.34
2001 2 105 200 505 68.71
2001 2 128 239 508 79.81
2001 2 179 292 504 81.89
2001 2 194 240 477 35.22
2001 2 153 165 504 8.7
2001 2 261 315 471 41.88
2001 2 185 258 504 52.9
2001 2 148 204 474 43.15
2001 2 147 211 508 46.02
2001 2 106 202 477 73.51
2001 2 235 305 510 50.13
2001 2 121 203 506 59.19
2001 2 190 264 472 57.26
2001 2 169 222 510 37.96
2001 2 127 215 472 68.1
2001 2 130 195 468 50.73
2001 2 132 206 508 53.21
2001 2 103 200 510 69.47
2001 2 105 248 467 111.84
2001 2 123 225 467 79.78
2001 2 225 323 505 70.88
2001 2 200 275 469 58.41
2001 2 117 220 509 73.91
2001 2 180 223 502 31.29
2001 2 150 233 472 64.23
2001 2 130 288 466 123.84
2001 2 168 202 471 26.37
2001 2 218 266 504 34.79
2001 2 154 213 501 43.01
2001 2 132 223 504 65.95
2001 2 138 223 471 65.92
2001 2 129 246 509 83.96
2001 2 180 213 474 25.43
2001 2 143 233 507 64.84
2001 2 131 246 507 82.85
2001 2 116 222 474 81.68
2001 2 186 270 468 65.56
2001 2 233 290 508 40.98
2001 2 215 260 507 32.42
2001 2 192 263 509 50.95
2001 2 138 218 468 62.44
2001 2 194 236 508 30.2
2001 2 188 265 467 60.22
2001 2 101 222 502 88.04
2001 2 97 197 506 72.18
2001 2 137 221 501 61.24
2001 2 186 230 505 31.82
2001 2 170 235 505 47.01
2001 2 95 181 468 67.12
2001 2 105 220 504 83.34
2001 2 337 353 471 12.41
2001 2 241 290 505 35.44
2001 2 117 211 470 73.05
2001 2 182 235 467 41.45
2001 2 181 234 502 38.56
2001 2 106 199 470 72.27
2001 2 185 244 469 45.95
2001 2 174 275 501 73.63
2001 2 107 187 505 57.86
2001 2 187 241 505 39.06
2001 2 135 242 504 77.54
2001 2 121 195 468 57.75
2001 2 126 214 466 68.97
2001 2 135 211 500 55.52
2001 2 121 208 499 63.68
2001 2 115 201 504 62.32
2001 1 371 384 452 10.5
2001 1 103 181 386 73.81
2001 2 186 244 390 54.32
2001 2 239 280 387 38.7
2001 2 252 295 386 40.69
2001 2 190 267 385 73.05
2001 2 113 170 389 53.52
2001 2 153 230 384 73.24
2001 2 101 187 387 81.17
2001 2 213 251 387 35.86
2001 2 134 220 382 82.23
2001 2 183 221 386 35.96
2001 2 110 200 384 85.61
2001 2 199 233 384 32.34
2001 2 170 214 387 41.53
2001 2 92 185 385 88.23
2001 2 224 246 389 20.66
2001 2 237 278 385 38.9
2001 2 223 264 387 38.7
2001 2 132 210 385 74
2001 2 129 220 385 86.33
2001 2 135 213 385 74
2001 2 112 193 388 76.25
2001 2 149 210 382 58.33
2001 2 114 208 383 89.64
2001 2 148 197 380 47.1
2001 2 145 236 380 87.47
2001 2 194 231 387 34.92
2001 2 206 260 382 51.63
2001 2 147 223 382 72.67
2001 2 119 204 383 81.06
2001 2 165 254 382 85.1
2001 2 126 205 387 74.56
2001 2 147 227 382 76.49
2001 2 114 194 385 75.9
2001 2 216 245 384 27.58
2002 2 376 371 385 -4.74
2002 2 395 389 464 -4.72
2002 2 385 375 469 -7.79
2002 2 410 407 562 -1.95
2002 1 380 390 441 8.28
2002 2 445 450 527 3.47
2002 2 373 375 369 1.98
2002 2 383 385 525 1.39
2002 2 397 400 383 2.86
2002 2 380 376 387 -3.78
2002 2 394 391 448 -2.45
2002 2 382 384 387 1.89
2002 2 375 373 526 -1.39
2002 2 349 343 374 -5.86
2002 2 393 390 384 -2.85
2002 1 359 358 438 -0.83
2002 2 402 395 462 -5.53
2002 2 376 362 467 -10.95
2002 2 386 390 463 3.16
2002 2 384 394 517 7.06
2002 2 380 381 384 0.95
2002 2 405 398 467 -5.47
2002 2 415 414 379 -0.96
2002 2 403 405 558 1.31
2002 2 403 392 385 -10.44
2002 2 365 366 466 0.78
2002 2 363 392 562 18.85
2002 2 380 371 384 -8.56
2002 2 399 400 384 0.95
2002 2 412 397 390 -14.05
2002 2 420 413 387 -6.61
2002 2 420 420 527 0
2002 2 412 412 387 0
2002 2 250 280 387 28.31
2002 2 285 342 562 37.04
2002 2 222 252 401 27.33
2002 2 251 334 560 54.14
2002 2 260 298 385 36.05
2002 2 227 268 385 38.9
2002 2 233 274 557 26.89
2002 2 240 295 382 52.59
2002 2 350 362 563 7.79
2002 2 235 272 384 35.19
2002 2 251 260 402 8.18
2002 2 206 282 527 52.67
2002 2 210 281 379 68.42
2002 2 246 305 526 40.97
2002 2 180 239 519 41.52
2002 2 164 216 532 35.7
2002 2 264 296 384 30.44
2002 2 184 252 385 64.51
2002 2 181 203 377 21.31
2002 2 210 225 384 14.27
2002 2 180 207 384 25.68
2002 2 194 221 390 25.29
2002 2 213 282 557 45.25
2002 2 229 246 375 16.56
2002 2 196 236 373 39.17
2002 2 270 285 385 14.23
2002 2 177 221 386 41.63
2002 2 215 273 523 40.51
2002 2 195 245 399 45.77
2002 2 171 203 385 30.36
2002 2 273 289 369 15.84
2002 2 295 326 558 20.29
2002 2 188 230 383 40.05
2002 2 227 321 560 61.31
2002 2 190 269 560 51.53
2002 2 155 250 519 66.86
2002 2 193 250 388 53.66
2002 2 208 226 367 17.91
2002 2 165 222 527 39.51
2002 2 150 229 385 74.95
2002 2 279 327 385 45.54
2002 2 214 265 384 48.51
2002 2 160 230 492 51.97
2002 2 132 192 387 56.63
2002 2 161 215 399 49.43
2002 2 192 227 524 24.4
2002 2 107 179 564 46.63
2002 2 164 265 524 70.4
2002 2 102 149 393 43.68
2002 2 217 238 386 19.87
2002 2 106 162 385 53.13
2002 2 104 197 561 60.55
2002 2 111 185 566 47.75
2002 2 102 189 383 82.97
2002 2 150 242 561 59.9
2002 2 207 242 386 33.12
2002 2 165 188 385 21.82
2002 2 237 285 385 45.54
2002 2 337 342 376 4.86
2002 2 242 248 388 5.65
2002 2 356 359 390 2.81
2002 2 235 276 565 26.5
2002 2 100 182 385 77.79
2002 2 116 198 385 77.79
2002 2 105 180 561 48.83
2002 2 370 372 385 1.9
2002 2 114 227 558 73.97
2002 2 110 233 559 80.37
2002 2 105 180 367 74.64
2002 2 107 212 560 68.48
2002 2 105 171 562 42.89
2002 2 280 279 387 -0.94
2002 2 403 394 387 -8.49
2002 2 380 376 521 -2.8
2002 2 207 276 561 44.92
2002 2 366 355 383 -10.49
2002 2 220 249 367 28.86
2002 2 161 246 527 58.91
2002 2 155 232 532 52.87
2002 2 310 353 530 29.63
2002 2 151 274 490 91.69
2002 2 400 400 431 0
2002 2 160 248 523 61.46
2002 2 162 222 527 41.58
2002 2 161 246 527 58.91
2002 2 158 215 527 39.51
2002 2 161 221 489 44.82
2002 2 161 273 524 78.07
2002 2 160 215 524 38.34
2002 2 160 215 489 41.08
2002 2 172 227 520 38.63
2002 2 156 218 484 46.79
2002 2 162 220 403 52.57
2002 2 155 191 368 35.73
2002 2 157 205 400 43.83
2002 2 151 205 369 53.45
2002 2 180 229 398 44.97
2002 2 152 189 367 36.82
2002 2 151 203 397 47.84
2002 2 162 215 403 48.04
2002 2 174 248 404 66.9
2002 2 150 217 399 61.33
2002 2 160 187 367 26.87
2002 2 160 213 401 48.27
2002 2 156 182 400 23.74
2002 2 155 193 399 34.79
2002 2 159 260 401 92
2002 2 173 252 399 72.32
2002 2 153 226 398 66.99
2002 2 166 212 397 42.32
2002 2 157 227 367 69.67
2002 2 155 202 403 42.6
2002 2 165 207 395 38.84
2002 2 155 211 398 51.39
2002 2 160 205 403 40.78
2002 2 161 213 395 48.08
2002 2 158 170 398 11.01
2002 2 175 205 400 27.39
2002 2 180 214 401 30.97
2002 2 176 227 399 46.69
2002 2 152 195 398 39.46
2002 2 154 195 400 37.44
2002 2 152 181 396 26.75
2002 2 168 236 397 62.56
2002 2 160 205 397 41.4
2002 2 162 200 397 34.96
2002 2 152 211 399 54.01
2002 2 172 214 401 38.26
2002 2 160 193 396 30.44
2002 2 150 205 399 50.35
2002 2 177 235 366 57.88
2002 2 156 192 396 33.2
2002 2 175 230 399 50.35
2002 2 179 215 398 33.04
2002 2 216 246 392 27.95
2002 2 182 223 397 37.72
2002 2 213 227 397 12.88
2003 1 383 386 485 2.26
2003 2 405 409 394 3.71
2003 1 399 414 447 12.26
2003 1 354 360 391 5.6
2003 2 395 393 409 -1.79
2003 2 370 376 382 5.74
2003 1 397 404 380 6.73
2003 2 432 449 497 12.49
2003 2 360 357 541 -2.03
2003 2 380 385 511 3.57
2003 1 397 404 457 5.59
2003 2 375 373 571 -1.28
2003 2 370 373 415 2.64
2003 2 376 372 382 -3.82
2003 2 384 384 513 0
2003 2 364 357 367 -6.97
2003 2 395 390 412 -4.43
2003 2 390 387 379 -2.89
2003 2 405 411 509 4.31
2003 1 415 418 422 2.6
2003 2 412 411 386 -0.95
2003 1 406 415 440 7.47
2003 1 380 390 420 8.7
2003 2 360 361 394 0.93
2003 2 420 413 408 -6.27
2003 2 360 358 410 -1.78
2003 2 393 412 508 13.66
2003 2 381 383 367 1.99
2003 2 463 450 372 -12.76
2003 2 340 346 464 4.72
2003 2 259 280 366 20.96
2003 2 280 305 538 16.97
2003 2 197 222 391 23.35
2003 2 195 230 400 31.96
2003 2 181 245 394 59.33
2003 2 200 213 540 8.79
2003 2 222 262 543 26.91
2003 2 244 271 513 19.22
2003 2 212 254 366 41.91
2003 2 223 251 366 27.94
2003 2 274 318 399 40.28
2003 2 235 294 538 40.06
2003 2 209 285 537 51.69
2003 1 164 216 408 46.55
2003 2 187 231 391 41.1
2003 2 189 245 400 51.14
2003 2 175 234 516 41.76
2003 2 189 211 370 21.72
2003 2 193 255 397 57.04
2003 2 184 222 399 34.79
2003 2 193 235 507 30.26
2003 2 203 233 394 27.81
2003 2 201 260 513 42.01
2003 2 187 238 547 34.05
2003 2 177 234 539 38.63
2003 2 210 279 372 67.75
2003 2 165 199 370 33.56
2003 1 187 225 457 30.37
2003 2 151 210 568 37.94
2003 2 156 252 567 61.84
2003 2 155 260 568 67.52
2003 2 197 240 565 27.8
2003 2 196 228 540 21.64
2003 2 151 195 569 28.24
2003 2 167 202 543 23.54
2003 2 187 247 571 38.38
2003 2 166 253 536 59.28
2003 2 160 220 565 38.79
2003 2 165 231 564 42.74
2003 2 174 232 539 39.3
2003 2 171 227 538 38.02
2003 2 201 235 567 21.9
2003 2 154 180 390 24.35
2003 2 178 259 537 55.09
2003 2 163 183 392 18.64
2003 2 180 240 391 56.05
2003 2 168 192 392 22.36
2003 2 156 195 382 37.29
2003 2 166 190 383 22.89
2003 2 160 248 557 57.71
2003 2 162 250 555 57.91
2003 2 171 239 540 45.99
2003 2 180 198 369 17.82
2003 2 180 240 546 40.14
2003 2 184 221 370 36.52
2003 2 282 290 369 7.92
2003 2 182 230 516 33.98
2003 2 167 229 545 41.55
2003 2 177 216 366 38.92
2003 2 165 205 540 27.06
2003 2 158 230 540 48.7
2003 2 384 385 366 1
2003 2 210 233 510 16.47
2003 2 206 295 539 60.31
2003 2 178 215 371 36.43
2003 2 159 184 373 24.48
2003 2 205 222 402 15.45
2003 2 188 240 398 47.72
2003 2 192 234 371 41.35
2003 2 204 237 400 30.13
2003 2 191 225 393 31.6
2003 2 187 202 399 13.73
2003 2 205 245 400 36.52
2003 2 215 235 366 19.96
2003 2 140 155 366 14.97
2003 2 105 180 367 74.64
2003 2 139 210 366 70.85
2003 2 173 208 366 34.93
2003 2 155 286 366 130.73
2003 2 81 164 366 82.83
2004 2 401 401 441 0
2004 2 448 448 461 0
2004 2 411 395 435 -13.43
2004 2 403 403 414 0
2004 1 442 445 390 2.81
2004 2 417 405 531 -8.25
2004 2 384 385 411 0.89
2004 2 373 364 440 -7.47
2004 2 387 395 394 7.42
2004 1 394 393 373 -0.98
2004 1 365 362 396 -2.77
2004 1 417 418 397 0.92
2004 2 376 380 424 3.45
2004 2 420 429 371 8.86
2004 2 389 393 437 3.34
2004 1 340 352 391 11.21
2004 1 420 410 389 -9.39
2004 2 345 352 388 6.59
2004 2 397 409 435 10.08
2004 2 357 359 414 1.76
2004 1 385 390 513 3.56
2004 1 377 382 389 4.69
2004 1 393 396 475 2.31
2004 2 410 420 434 8.42
2004 1 390 390 375 0
2004 2 400 408 394 7.42
2004 1 369 382 372 12.76
2004 1 402 404 515 1.42
2004 2 368 370 393 1.86
2004 2 393 405 414 10.59
2004 1 393 395 396 1.84
2004 2 394 397 448 2.45
2004 1 385 390 396 4.61
2004 2 344 343 412 -0.89
2004 2 416 420 461 3.17
2004 1 400 411 511 7.86
2004 2 382 385 416 2.63
2004 1 322 337 460 11.91
2004 2 332 378 395 42.54
2004 2 236 255 517 13.42
2004 2 375 379 371 3.94
2004 2 245 260 372 14.73
2004 1 294 315 486 15.78
2004 2 257 316 512 42.09
2004 2 234 264 540 20.29
2004 2 242 267 366 24.95
2004 2 238 290 510 37.24
2004 2 223 252 512 20.69
2004 2 313 344 543 20.85
2004 2 336 352 366 15.97
2004 2 218 235 367 16.92
2004 2 465 474 434 7.57
2004 2 275 300 434 21.04
2004 2 184 216 372 31.42
2004 2 188 227 539 26.43
2004 2 269 325 540 37.88
2004 2 176 183 396 6.46
2004 2 200 235 370 34.55
2004 2 165 210 492 33.41
2004 2 218 258 467 31.28
2004 2 189 224 540 23.67
2004 2 188 236 537 32.65
2004 2 187 206 511 13.58
2004 2 210 275 397 59.8
2004 2 186 245 538 40.06
2004 2 153 176 541 15.53
2004 2 220 265 537 30.61
2004 2 185 220 512 24.97
2004 2 165 215 537 34.01
2004 2 202 247 517 31.79
2004 2 198 265 511 47.89
2004 2 185 242 548 37.99
2004 2 201 220 511 13.58
2004 2 129 225 539 65.05
2004 2 197 261 572 40.87
2004 2 155 195 569 25.68
2004 2 155 192 569 23.75
2004 2 235 276 407 36.79
2004 2 147 251 389 97.65
2004 2 190 330 539 94.87
2004 2 145 267 538 82.83
2004 2 225 347 539 82.67
2004 2 108 185 388 72.49
2004 2 162 295 537 90.46
2004 2 158 248 537 61.22
2004 1 185 236 482 38.65
2004 2 186 271 540 57.49
2004 2 234 255 367 20.9
2004 2 229 267 536 25.89
2004 2 175 205 375 29.22
2004 2 173 250 541 51.99
2004 2 275 308 389 30.99
2004 2 193 237 538 29.87
2004 2 154 200 539 31.17
2004 2 196 252 461 44.37
2004 2 221 244 385 21.82
2004 2 160 215 383 52.45
2004 2 189 240 381 48.89
2004 2 237 274 370 36.52
2004 2 259 313 516 38.22
2004 2 200 260 546 40.14
2004 2 225 275 518 35.26
2004 2 191 225 540 23
2004 2 182 224 367 41.8
2004 2 153 204 417 44.67
2004 2 171 227 540 37.88
2004 2 211 260 513 34.89
2004 2 151 230 536 53.83
2004 2 226 279 536 36.12
2004 2 216 246 366 29.94
2004 2 174 213 412 34.57
2004 2 151 245 511 67.19
2004 2 168 243 390 70.24
2004 2 135 202 390 62.75
2004 2 224 290 435 55.42
2004 2 129 175 387 43.41
2004 2 151 288 539 92.84
2004 1 197 253 447 45.76
2004 2 168 231 398 57.82
2004 2 180 197 370 16.78
2004 2 152 210 367 57.72
2004 2 165 215 369 49.49
2004 2 155 212 367 56.73
2004 2 172 229 367 56.73
2004 2 189 264 367 74.64
2004 2 167 235 366 67.86
2004 2 200 238 368 37.72
2004 2 174 246 366 71.85
2004 2 150 177 366 26.94
2004 2 160 206 366 45.91
2004 2 173 230 366 56.88
2004 2 73 180 366 106.78
2004 2 96 222 366 125.74
2004 2 98 205 366 106.78
2005 2 430 400 395 -27.74
2005 2 429 427 393 -1.86
2005 2 363 362 387 -0.94
2005 1 388 373 505 -10.85
2005 2 420 424 499 2.93
2005 2 405 403 469 -1.56
2005 2 409 401 404 -7.23
2005 2 421 428 568 4.5
2005 2 394 405 366 10.98
2005 2 400 390 392 -9.32
2005 2 405 400 393 -4.65
2005 2 370 355 513 -10.68
2005 2 401 405 429 3.41
2005 2 396 398 367 1.99
2005 1 417 419 427 1.71
2005 2 306 304 454 -1.61
2005 2 360 355 387 -4.72
2005 2 355 386 536 21.12
2005 1 397 395 438 -1.67
2005 2 379 380 389 0.94
2005 2 260 311 394 47.28
2005 2 350 355 392 4.66
2005 1 275 310 438 29.19
2005 2 243 280 392 34.48
2005 2 395 404 538 6.11
2005 1 263 295 402 29.07
2005 2 180 263 396 76.55
2005 2 244 315 397 65.32
2005 2 255 276 386 19.87
2005 2 214 244 385 28.46
2005 2 175 197 397 20.24
2005 2 165 239 512 52.79
2005 2 248 270 397 20.24
2005 2 320 334 396 12.91
2005 2 255 282 428 23.04
2005 2 215 257 393 39.03
2005 2 211 277 392 61.5
2005 2 168 265 539 65.73
2005 2 230 273 394 39.86
2005 2 225 272 396 43.35
2005 2 151 245 392 87.59
2005 2 92 225 395 122.98
2005 2 175 245 478 53.49
2005 2 95 236 394 130.71
2005 1 175 219 451 35.63
2005 1 158 264 607 63.78
2005 1 156 240 500 61.36
2005 2 204 272 421 59
2005 2 169 228 367 58.72
2005 2 342 341 393 -0.93
2005 2 199 247 392 44.72
2005 2 393 387 391 -5.6
2005 2 209 257 390 44.95
2005 2 235 267 392 29.82
2005 2 212 250 422 32.89
2005 2 235 260 382 23.9
2005 2 215 242 369 26.73
2005 2 208 233 378 24.16
2005 2 175 240 449 52.88
2005 2 156 240 428 71.68
2005 2 170 247 391 71.93
2005 2 209 241 405 28.86
2005 2 225 296 428 60.59
2005 2 191 294 540 69.67
2005 2 156 249 513 66.21
2005 2 183 252 398 63.32
2005 2 219 272 513 37.74
2005 2 255 305 394 46.35
2005 2 179 251 480 54.79
2005 2 168 250 393 76.21
2005 2 91 245 397 141.68
2005 2 102 263 396 148.5
2005 2 79 205 395 116.51
2005 2 111 232 396 111.6
2005 2 111 210 396 91.31
2005 1 386 385 367 -1
2005 1 392 383 367 -8.96
2005 2 214 261 394 43.57
2005 2 202 290 391 82.2
2005 2 211 267 391 52.31
2005 2 172 210 393 35.32
2005 2 158 238 388 75.31
2006 2 384 380 380 -3.84
2006 2 407 410 374 2.93
2006 2 369 376 371 6.89
2006 1 394 394 417 0
2006 2 425 420 379 -4.82
2006 2 320 327 390 6.56
2006 2 360 357 372 -2.95
2006 2 458 455 404 -2.71
2006 2 407 405 369 -1.98
2006 2 403 400 384 -2.85
2006 2 427 427 370 0
2006 2 392 396 382 3.82
2006 2 396 393 403 -2.72
2006 2 390 388 366 -2
2006 2 405 410 369 4.95
2006 1 420 425 440 4.15
2006 2 405 398 387 -6.61
2006 2 405 410 397 4.6
2006 2 430 428 385 -1.9
2006 1 386 384 476 -1.53
2006 2 312 318 376 5.83
2006 2 378 375 371 -2.95
2006 2 374 367 385 -6.64
2006 1 377 376 448 -0.82
2006 2 395 396 381 0.96
2006 2 300 310 371 9.85
2006 2 300 310 400 9.13
2006 2 310 317 398 6.42
