#5242
21
#inobs
74 263 771 550 192  44   7   4   6  14 114 186 170 110 134  82 457 523 588 647 306
#YEAR RIVER l1 l2 dt dl
1992 2 158 202 416 38.63
1992 2 410 412 417 1.75
1992 2 370 369 449 -0.81
1992 2 430 425 482 -3.79
1992 2 383 387 568 2.57
1992 2 228 279 477 39.05
1992 2 366 365 452 -0.81
1992 2 332 348 599 9.76
1992 2 366 372 389 5.63
1992 2 350 357 388 6.59
1992 2 378 387 420 7.83
1992 2 312 316 391 3.74
1992 2 404 399 415 -4.4
1992 2 362 365 387 2.83
1992 2 315 324 476 6.91
1992 2 305 311 389 5.63
1992 2 341 344 389 2.82
1992 2 252 296 475 33.83
1992 2 227 309 546 54.85
1992 2 240 265 385 23.72
1992 2 343 355 447 9.81
1992 2 300 324 414 21.17
1992 2 359 358 418 -0.87
1992 2 353 355 447 1.63
1992 2 364 360 388 -3.77
1992 2 366 375 566 5.81
1992 2 441 410 452 -25.05
1992 2 320 325 388 4.71
1992 2 382 380 599 -1.22
1992 2 371 370 447 -0.82
1992 2 360 353 370 -6.91
1992 2 222 254 415 28.16
1992 2 234 255 385 19.92
1992 2 378 380 389 1.88
1992 2 363 364 401 0.91
1992 2 356 363 449 5.69
1992 2 422 425 601 1.82
1992 2 260 301 446 33.58
1992 2 264 275 401 10.02
1992 2 358 364 388 5.65
1992 2 424 426 385 1.9
1992 2 326 329 387 2.83
1992 2 290 336 415 40.49
1992 2 267 292 400 22.83
1992 2 420 425 543 3.36
1992 2 409 400 367 -8.96
1992 2 395 404 448 7.34
1992 2 403 432 367 28.86
1992 2 234 341 410 95.32
1992 2 341 280 384 -58.02
1992 2 368 370 416 1.76
1992 2 407 411 566 2.58
1992 2 212 278 478 50.43
1992 2 163 193 384 28.54
1992 2 413 414 413 0.88
1992 2 259 300 538 27.84
1992 2 385 382 366 -2.99
1992 2 184 293 509 78.22
1992 2 296 310 372 13.75
1992 2 235 270 413 30.95
1992 2 368 370 384 1.9
1992 2 315 330 383 14.3
1992 2 388 400 447 9.81
1992 2 369 371 512 1.43
1992 2 341 325 388 -15.06
1992 2 264 295 411 27.55
1992 2 391 390 382 -0.96
1992 2 346 368 381 21.09
1992 2 345 360 386 14.19
1992 2 271 320 445 40.22
1992 2 262 286 381 23.01
1992 2 231 249 384 17.12
1992 2 407 400 451 -5.67
1992 2 175 237 473 47.88
1992 2 174 214 382 38.25
1992 2 184 293 386 103.14
1992 2 353 360 413 6.19
1992 2 348 307 412 -36.35
1992 2 344 369 410 22.27
1992 2 341 350 409 8.04
1992 2 384 390 385 5.69
1992 2 241 285 470 34.19
1992 2 230 283 470 41.19
1992 2 319 351 508 23.01
1992 2 355 335 447 -16.34
1992 2 350 350 384 0
1992 2 242 287 442 37.19
1992 2 202 245 384 40.9
1992 2 173 243 408 62.67
1992 2 340 345 376 4.86
1992 2 380 387 380 6.73
1992 2 205 237 380 30.76
1992 2 387 399 415 10.56
1992 2 274 293 385 18.03
1992 2 377 386 536 6.13
1992 2 356 369 510 9.31
1992 2 343 344 385 0.95
1992 2 274 332 536 39.52
1992 2 161 210 435 41.14
1992 1 376 389 550 8.63
1992 1 390 401 494 8.13
1992 1 389 395 370 5.92
1992 2 200 238 427 32.5
1992 2 179 282 392 95.97
1992 2 194 258 512 45.66
1992 2 279 327 423 41.45
1992 2 175 207 389 30.05
1992 2 250 230 388 -18.83
1992 2 375 378 539 2.03
1992 2 150 215 567 41.87
1992 2 380 383 421 2.6
1992 2 379 381 418 1.75
1992 2 245 269 447 19.61
1992 2 325 356 446 25.39
1992 2 345 350 535 3.41
1992 2 225 244 387 17.93
1992 2 337 344 423 6.04
1992 2 354 362 428 6.83
1992 2 393 387 385 -5.69
1992 2 382 382 386 0
1992 2 150 222 418 62.91
1992 2 178 231 450 43.02
1992 2 338 347 418 7.86
1992 2 215 262 444 38.66
1992 2 231 263 444 26.32
1992 2 310 320 450 8.12
1992 2 370 386 448 13.04
1992 2 356 358 481 1.52
1992 2 284 316 408 28.65
1992 2 205 256 469 39.72
1992 2 181 242 402 55.42
1992 2 176 259 423 71.67
1992 2 196 261 491 48.35
1992 2 215 280 420 56.53
1992 2 205 235 451 24.3
1992 2 189 252 488 47.15
1992 2 232 263 391 28.96
1992 2 153 227 397 68.08
1992 2 308 327 455 15.25
1992 2 191 243 423 44.9
1992 2 225 255 424 25.84
1992 2 205 271 484 49.81
1992 2 165 229 542 43.13
1992 2 150 219 457 55.15
1992 2 299 323 483 18.15
1992 2 223 280 425 48.99
1992 2 223 280 459 45.36
1992 2 371 375 538 2.72
1992 2 182 249 452 54.14
1992 2 157 225 418 59.42
1992 2 200 254 421 46.85
1992 2 157 232 422 64.91
1992 2 285 299 390 13.11
1992 2 193 232 421 33.84
1992 2 319 322 417 2.63
1992 2 215 240 389 23.47
1992 2 257 294 416 32.49
1992 2 243 292 417 42.92
1992 2 158 235 423 66.49
1992 2 181 232 420 44.35
1992 2 350 355 393 4.65
1992 2 188 221 421 28.63
1992 2 205 270 483 49.15
1992 2 185 238 388 49.89
1992 2 239 275 390 33.72
1992 2 161 259 482 74.26
1992 2 165 254 539 60.31
1992 2 156 218 415 54.57
1992 2 160 211 415 44.89
1992 2 169 240 414 62.64
1992 2 152 223 392 66.15
1992 2 192 262 414 61.76
1992 2 332 361 414 25.59
1992 2 150 228 414 68.82
1992 2 268 282 413 12.38
1992 2 235 280 449 36.61
1992 2 197 231 411 30.22
1992 1 387 401 431 11.86
1992 1 332 356 432 20.29
1992 1 387 402 397 13.8
1992 2 300 330 392 27.95
1992 2 180 254 431 62.71
1992 2 291 330 390 36.52
1992 2 267 309 394 38.94
1992 2 259 296 451 29.97
1992 1 377 379 509 1.44
1992 2 180 240 511 42.89
1992 2 168 225 389 53.52
1992 2 311 318 390 6.56
1992 2 208 264 389 52.58
1992 2 407 400 390 -6.56
1992 2 195 260 487 48.75
1992 2 246 268 450 17.86
1992 2 184 225 387 38.7
1992 2 167 218 420 44.35
1992 2 151 212 424 52.55
1992 2 160 232 396 66.41
1992 2 415 417 396 1.84
1992 2 404 404 369 0
1992 2 185 215 395 27.74
1992 2 165 204 424 33.6
1992 2 173 209 390 33.72
1992 2 160 210 415 44.01
1992 2 153 213 415 52.81
1992 2 396 396 392 0
1992 2 152 183 398 28.45
1992 2 381 383 393 1.86
1992 2 152 175 396 21.21
1992 2 389 390 389 0.94
1992 2 365 367 393 1.86
1992 2 368 367 390 -0.94
1993 2 305 319 390 13.11
1993 2 298 308 434 8.42
1993 1 280 295 397 13.8
1993 1 398 396 399 -1.83
1993 1 330 327 366 -2.99
1993 2 329 335 435 5.04
1993 2 264 319 398 50.47
1993 2 370 372 432 1.69
1993 2 393 392 374 -0.98
1993 2 390 395 376 4.86
1993 1 351 353 423 1.73
1993 1 232 240 366 7.98
1993 2 347 350 377 2.91
1993 1 418 415 394 -2.78
1993 2 358 364 367 5.97
1993 2 370 382 499 8.78
1993 2 310 325 377 14.53
1993 2 375 370 404 -4.52
1993 1 316 320 428 3.41
1993 2 336 336 405 0
1993 2 335 373 545 25.47
1993 2 257 271 395 12.95
1993 2 378 383 464 3.94
1993 2 417 418 515 0.71
1993 2 424 420 402 -3.63
1993 2 294 308 379 13.49
1993 2 360 367 431 5.93
1993 1 337 347 398 9.18
1993 2 226 265 490 29.07
1993 2 276 302 426 22.29
1993 2 288 297 395 8.32
1993 2 243 283 507 28.82
1993 2 322 341 468 14.83
1993 1 200 252 627 30.29
1993 2 359 365 433 5.06
1993 2 230 266 453 29.03
1993 1 258 299 573 26.13
1993 2 279 297 493 13.34
1993 2 362 359 432 -2.54
1993 2 285 309 432 20.29
1993 2 216 245 368 28.78
1993 2 299 310 467 8.6
1993 1 332 340 436 6.7
1993 2 360 351 415 -7.92
1993 2 298 308 610 5.99
1993 2 339 339 405 0
1993 2 241 252 515 7.8
1993 2 251 272 538 14.26
1993 2 257 266 462 7.12
1993 2 342 343 435 0.84
1993 2 306 307 430 0.85
1993 2 270 302 394 29.66
1993 2 370 366 373 -3.92
1993 2 353 358 455 4.01
1993 2 273 295 366 21.95
1993 2 246 294 414 42.35
1993 2 363 346 433 -14.34
1993 2 299 309 377 9.69
1993 1 331 349 547 12.02
1993 2 288 318 394 27.81
1993 2 280 296 542 10.78
1993 1 336 340 574 2.55
1993 2 365 372 434 5.89
1993 2 229 281 496 38.29
1993 2 269 322 566 34.2
1993 2 243 284 428 34.99
1993 2 340 348 392 7.45
1993 2 307 320 477 9.95
1993 2 380 390 430 8.49
1993 2 273 295 395 20.34
1993 2 316 318 430 1.7
1993 2 330 340 612 5.97
1993 2 290 310 396 18.45
1993 1 422 422 394 0
1993 2 425 424 520 -0.7
1993 1 262 298 513 25.63
1993 2 249 273 446 19.65
1993 2 278 280 399 1.83
1993 2 311 331 514 14.21
1993 2 292 296 435 3.36
1993 2 302 292 451 -8.1
1993 2 239 271 495 23.61
1993 2 240 251 368 10.92
1993 2 295 316 513 14.95
1993 2 288 290 392 1.86
1993 2 403 412 445 7.39
1993 2 308 320 516 8.49
1993 2 225 249 370 23.69
1993 2 385 393 391 7.47
1993 2 314 323 640 5.14
1993 2 323 327 367 3.98
1993 2 285 300 377 14.53
1993 2 213 230 404 15.37
1993 2 258 282 369 23.76
1993 2 305 313 603 4.85
1993 2 250 294 415 38.73
1993 2 251 272 432 17.76
1993 1 300 345 638 25.76
1993 2 288 289 663 0.55
1993 1 364 385 610 12.57
1993 2 332 335 406 2.7
1993 2 290 302 389 11.27
1993 2 276 315 527 27.03
1993 2 320 368 460 38.11
1993 2 271 205 468 -51.51
1993 2 249 274 493 18.52
1993 2 291 319 512 19.97
1993 1 294 293 453 -0.81
1993 2 309 309 391 0
1993 2 265 298 416 28.97
1993 2 305 315 436 8.38
1993 2 265 272 448 5.71
1993 1 266 304 693 20.03
1993 2 285 320 401 31.88
1993 1 320 334 542 9.43
1993 1 354 356 693 1.05
1993 2 237 245 456 6.41
1993 2 214 248 392 31.68
1993 2 300 316 475 12.3
1993 2 301 325 609 14.39
1993 2 384 400 413 14.15
1993 2 249 270 460 16.67
1993 2 270 312 464 33.06
1993 2 267 315 402 43.61
1993 2 235 264 605 17.51
1993 2 380 385 609 3
1993 2 235 271 496 26.51
1993 2 232 269 570 23.71
1993 2 413 419 387 5.66
1993 2 361 363 469 1.56
1993 2 222 245 429 19.58
1993 2 280 290 586 6.23
1993 1 338 332 396 -5.53
1993 2 337 342 371 4.92
1993 2 368 361 433 -5.9
1993 2 384 384 399 0
1993 2 215 244 430 24.63
1993 1 382 383 460 0.79
1993 2 379 382 375 2.92
1993 2 374 379 374 4.88
1993 2 368 369 406 0.9
1993 2 325 328 369 2.97
1993 2 381 383 435 1.68
1993 2 372 377 368 4.96
1993 2 294 304 417 8.76
1993 2 325 335 391 9.34
1993 2 314 320 400 5.48
1993 2 395 393 397 -1.84
1993 2 303 315 429 10.22
1993 2 380 382 430 1.7
1993 2 372 368 393 -3.72
1993 2 359 342 408 -15.22
1993 2 352 353 426 0.86
1993 2 370 367 398 -2.75
1993 2 341 342 403 0.91
1993 2 328 350 413 19.46
1993 2 302 315 369 12.87
1993 2 326 330 395 3.7
1993 2 350 352 414 1.76
1993 2 430 435 592 3.08
1993 2 356 362 522 4.2
1993 2 361 364 366 2.99
1993 2 293 304 389 10.33
1993 2 370 366 405 -3.61
1993 1 402 406 548 2.67
1993 1 307 312 426 4.29
1993 2 368 370 368 1.99
1993 2 387 385 466 -1.57
1993 2 290 308 399 16.48
1993 2 349 349 393 0
1993 2 366 363 376 -2.91
1993 1 330 336 483 4.54
1993 2 337 352 558 9.82
1993 2 429 432 558 1.96
1993 2 391 386 402 -4.54
1993 2 383 382 471 -0.78
1993 2 365 375 406 9
1993 2 297 310 406 11.7
1993 2 364 365 404 0.9
1993 2 370 376 374 5.86
1993 2 351 346 403 -4.53
1993 2 367 365 403 -1.81
1993 2 336 348 434 10.1
1993 2 355 352 438 -2.5
1993 2 408 410 381 1.92
1993 2 193 244 390 47.76
1993 2 395 395 429 0
1993 2 395 401 406 5.4
1993 1 408 403 429 -4.26
1993 1 326 315 451 -8.91
1993 2 353 357 471 3.1
1993 2 270 285 385 14.23
1993 2 278 313 522 24.49
1993 2 359 361 408 1.79
1993 1 399 392 454 -5.63
1993 2 358 378 497 14.7
1993 2 296 365 544 46.33
1993 2 340 356 540 10.82
1993 1 458 461 392 2.8
1993 2 380 380 404 0
1993 2 355 365 554 6.59
1993 2 372 380 387 7.55
1993 2 278 323 409 40.19
1993 2 222 245 405 20.74
1993 1 391 388 457 -2.4
1993 2 217 274 487 42.75
1993 1 380 381 424 0.86
1993 2 304 330 424 22.4
1993 2 213 234 401 19.13
1993 1 233 251 366 17.96
1993 2 196 240 506 31.76
1993 1 356 362 424 5.17
1993 2 224 240 495 11.81
1993 2 336 337 434 0.84
1993 2 324 332 439 6.66
1993 2 265 285 407 17.95
1993 2 200 245 367 44.79
1993 2 205 218 519 9.15
1993 2 281 335 452 43.64
1993 2 331 354 421 19.95
1993 2 210 247 533 25.36
1993 2 216 240 430 20.39
1993 2 299 320 425 18.05
1993 2 227 256 430 24.63
1993 2 175 200 401 22.77
1993 2 408 411 641 1.71
1993 2 262 278 400 14.61
1993 2 315 319 435 3.36
1993 2 326 345 387 17.93
1993 2 185 238 369 52.46
1993 2 190 202 367 11.94
1993 2 166 227 522 42.68
1993 2 325 331 429 5.11
1993 1 195 235 368 39.7
1993 2 167 204 408 33.12
1993 2 224 260 422 31.16
1993 2 235 287 457 41.56
1993 2 224 260 391 33.63
1993 2 165 283 543 79.37
1993 2 172 181 398 8.26
1993 2 169 237 469 52.96
1993 2 225 251 433 21.93
1993 2 366 363 385 -2.85
1993 1 167 224 697 29.87
1993 1 244 242 457 -1.6
1993 1 325 330 481 3.8
1993 2 339 345 430 5.1
1993 2 357 364 425 6.02
1993 2 382 383 453 0.81
1993 1 393 396 423 2.59
1993 2 360 364 393 3.72
1993 1 355 352 448 -2.45
1993 2 369 354 435 -12.59
1993 2 331 335 498 2.93
1993 2 265 296 432 26.21
1993 2 390 391 411 0.89
1993 2 390 372 436 -15.08
1993 2 346 348 643 1.14
1993 2 380 360 406 -17.99
1993 2 355 353 374 -1.95
1993 2 342 342 432 0
1993 2 152 228 435 63.81
1993 2 366 379 496 9.57
1993 2 338 343 435 4.2
1993 2 272 188 429 -71.52
1993 2 296 293 431 -2.54
1993 2 274 285 374 10.74
1993 2 376 376 409 0
1993 2 332 337 374 4.88
1993 2 170 244 498 54.27
1993 2 317 325 560 5.22
1993 2 331 344 408 11.64
1993 2 364 365 402 0.91
1993 2 367 378 435 9.24
1993 2 366 364 408 -1.79
1993 2 365 368 405 2.71
1993 2 354 355 408 0.9
1993 2 277 306 583 18.17
1993 2 375 377 405 1.8
1993 2 359 356 407 -2.69
1993 2 341 351 373 9.79
1993 2 274 333 465 46.34
1993 2 385 380 376 -4.86
1993 2 368 363 404 -4.52
1993 2 415 415 434 0
1993 2 410 412 640 1.14
1993 2 269 290 379 20.24
1993 2 337 337 372 0
1993 2 357 362 432 4.23
1993 2 380 362 405 -16.23
1993 2 319 320 407 0.9
1993 2 435 432 404 -2.71
1993 2 380 393 399 11.9
1993 2 368 378 431 8.47
1993 1 178 200 424 18.95
1993 1 275 278 391 2.8
1993 1 351 363 484 9.06
1993 1 386 390 396 3.69
1993 1 295 288 420 -6.09
1993 2 344 339 388 -4.71
1993 2 274 290 390 14.98
1993 2 228 266 482 28.8
1993 2 153 201 455 38.53
1993 2 164 231 572 42.78
1993 2 167 189 415 19.36
1993 2 174 222 501 34.99
1993 2 222 241 413 16.8
1993 2 260 310 411 44.43
1993 2 195 237 475 32.3
1993 2 295 323 384 26.63
1993 2 371 372 385 0.95
1993 2 229 248 367 18.91
1993 2 152 188 550 23.91
1993 2 265 265 367 0
1993 2 193 237 573 28.05
1993 2 172 270 426 84.02
1993 2 232 261 374 28.32
1993 2 272 296 368 23.82
1993 1 200 213 367 12.94
1993 1 205 205 458 0
1993 1 361 377 395 14.79
1993 2 400 394 366 -5.99
1993 2 155 206 570 32.68
1993 2 165 211 430 39.07
1993 2 252 270 395 16.64
1993 2 270 279 393 8.36
1993 2 302 300 392 -1.86
1993 2 149 198 424 42.21
1993 2 317 323 393 5.58
1993 2 190 251 544 40.96
1993 2 136 190 484 40.75
1993 2 159 257 570 62.8
1993 2 223 250 394 25.03
1993 2 195 263 424 58.58
1993 2 327 328 383 0.95
1993 2 157 200 456 34.44
1993 2 402 401 517 -0.71
1993 2 229 243 392 13.04
1993 2 156 197 393 38.1
1993 2 390 398 367 7.96
1993 2 156 209 485 39.91
1993 2 152 229 483 58.23
1993 2 258 279 429 17.88
1993 2 352 356 418 3.5
1993 2 387 390 389 2.82
1993 2 160 216 547 37.39
1993 2 405 412 452 5.66
1993 2 275 289 392 13.04
1993 2 157 232 568 48.23
1993 2 153 220 541 45.23
1993 2 168 236 408 60.88
1993 2 175 233 382 55.46
1993 2 151 226 558 49.09
1993 2 175 228 537 36.05
1993 2 196 259 595 38.67
1993 2 154 191 377 35.85
1993 2 180 220 414 35.29
1993 2 175 241 533 45.23
1993 2 197 231 378 32.85
1993 2 152 221 501 50.3
1993 2 376 371 372 -4.91
1993 2 160 173 367 12.94
1993 2 158 174 460 12.7
1993 2 158 194 371 35.44
1993 2 190 235 396 41.51
1993 2 136 173 430 31.43
1993 2 152 191 404 35.26
1993 2 150 189 497 28.66
1993 2 160 194 370 33.56
1993 2 172 217 456 36.04
1993 2 176 208 541 21.6
1993 2 132 175 405 38.78
1993 2 157 178 404 18.99
1993 2 154 197 518 30.32
1993 2 172 209 544 24.84
1993 2 151 200 370 48.37
1993 2 163 210 459 37.4
1993 2 170 195 405 22.55
1993 2 166 239 540 49.38
1993 2 155 185 459 23.87
1993 2 324 332 366 7.98
1993 2 170 212 369 41.57
1993 2 235 253 430 15.29
1993 2 175 215 458 31.9
1993 2 151 197 458 36.68
1993 2 170 222 399 47.6
1993 2 176 224 457 38.36
1993 2 161 181 460 15.88
1993 2 160 192 579 20.19
1993 2 157 178 402 19.08
1993 1 379 376 493 -2.22
1993 2 172 222 430 42.47
1993 2 174 237 541 42.53
1993 2 152 220 519 47.86
1993 2 175 225 428 42.67
1993 2 310 324 366 13.97
1993 2 150 201 494 37.71
1993 2 155 208 578 33.49
1993 2 165 197 540 21.64
1993 2 160 213 519 37.3
1993 2 159 217 489 43.32
1993 2 175 224 427 41.91
1993 2 155 185 423 25.9
1993 2 159 184 453 20.16
1993 2 155 196 429 34.91
1993 2 156 177 400 19.18
1993 2 161 208 576 29.8
1993 2 377 383 489 4.48
1993 2 176 230 401 49.19
1993 2 172 220 513 34.18
1993 2 155 212 513 40.58
1993 2 154 180 450 21.1
1993 2 172 210 400 34.7
1993 2 158 224 491 49.1
1993 2 156 218 540 41.94
1993 2 187 266 513 56.25
1993 2 160 202 491 31.24
1993 2 185 236 453 41.12
1993 2 162 217 492 40.83
1993 2 192 241 520 34.42
1993 2 180 219 401 35.52
1993 2 161 181 399 18.31
1993 2 150 182 487 24
1993 2 199 265 487 49.5
1993 2 152 191 388 36.71
1993 2 187 230 400 39.26
1993 2 174 233 398 54.15
1993 2 194 234 456 32.04
1993 2 195 245 539 33.88
1993 2 262 299 540 25.03
1993 2 182 211 398 26.61
1993 2 172 245 468 56.97
1993 2 187 215 466 21.95
1993 2 151 223 495 53.13
1993 2 172 201 467 22.68
1993 2 151 195 467 34.41
1993 2 164 180 400 14.61
1993 2 199 233 549 22.62
1993 2 172 224 547 34.72
1993 2 171 210 494 28.84
1993 2 184 230 464 36.21
1993 2 156 216 370 59.23
1993 2 190 269 547 52.75
1993 2 180 242 403 56.19
1993 2 152 227 512 53.5
1993 2 155 195 404 36.16
1993 2 177 198 403 19.03
1993 2 164 225 466 47.81
1993 2 150 200 513 35.6
1993 2 210 261 488 38.17
1993 2 162 195 432 27.9
1993 2 162 198 373 35.25
1993 2 150 205 467 43.02
1993 2 172 205 402 29.98
1993 2 157 187 464 23.62
1993 2 156 212 514 39.79
1993 2 159 177 398 16.52
1993 2 153 194 427 35.07
1993 2 178 202 374 23.44
1993 2 170 197 400 24.65
1993 2 240 251 374 10.74
1993 2 153 176 373 22.52
1993 2 164 202 515 26.95
1993 2 400 404 466 3.14
1993 2 180 217 513 26.34
1993 2 176 200 373 23.5
1993 2 155 180 373 24.48
1993 2 167 215 546 32.11
1993 2 160 172 396 11.07
1993 2 156 165 373 8.81
1993 2 200 232 401 29.15
1993 2 423 424 369 0.99
1993 2 173 192 372 18.66
1993 2 171 207 369 35.63
1993 2 150 178 489 20.91
1993 2 164 210 374 44.92
1993 2 182 205 513 16.38
1993 2 156 190 402 30.89
1993 2 162 188 374 25.39
1993 2 169 227 429 49.38
1993 2 153 185 400 29.22
1993 2 165 209 371 43.32
1993 2 153 199 512 32.82
1993 2 168 238 395 64.73
1993 2 178 214 547 24.04
1993 2 189 230 483 31
1993 2 159 175 484 12.07
1993 2 245 255 394 9.27
1993 2 152 191 399 35.7
1993 2 185 263 430 66.25
1993 2 177 240 463 49.7
1993 2 167 211 515 31.21
1993 2 172 197 367 24.88
1993 2 155 169 460 11.12
1993 2 276 331 513 39.16
1993 2 190 240 455 40.14
1993 2 204 237 366 32.93
1993 2 185 237 478 39.73
1993 2 170 235 478 49.67
1993 2 190 215 395 23.12
1993 2 171 185 461 11.09
1993 2 298 327 477 22.21
1993 1 415 420 398 4.59
1993 2 281 285 427 3.42
1993 2 168 193 396 23.06
1993 2 156 172 478 12.23
1993 2 176 185 396 8.3
1993 2 163 184 432 17.76
1993 2 180 190 475 7.69
1993 2 166 181 366 14.97
1993 2 189 225 477 27.57
1993 2 152 161 387 8.49
1993 2 166 174 429 6.81
1993 2 195 254 513 42.01
1993 2 156 173 389 15.96
1993 2 161 194 433 27.84
1993 2 154 190 451 29.16
1993 2 209 230 407 18.85
1993 2 190 214 431 20.34
1993 2 201 258 428 48.64
1993 2 309 311 456 1.6
1993 2 185 214 451 23.49
1993 2 160 190 372 29.46
1993 2 228 280 401 47.36
1993 2 234 238 485 3.01
1993 2 215 238 430 19.54
1993 2 161 185 430 20.39
1993 2 170 188 368 17.87
1993 2 173 208 427 29.94
1993 2 230 255 426 21.43
1993 2 209 235 427 22.24
1993 2 172 182 449 8.13
1993 2 175 214 449 31.73
1993 2 167 197 401 27.33
1993 2 181 203 400 20.09
1993 2 184 211 449 21.96
1993 2 200 222 429 18.73
1993 2 177 203 449 21.15
1993 2 193 212 422 16.44
1993 2 149 170 442 17.35
1993 2 175 191 400 14.61
1993 2 196 223 448 22.01
1993 2 192 197 413 4.42
1993 2 225 273 391 44.84
1993 2 281 285 414 3.53
1993 2 194 195 418 0.87
1993 2 204 227 390 21.54
1993 2 220 246 419 22.66
1993 2 197 226 386 27.44
1993 2 203 208 395 4.62
1994 2 340 341 368 0.99
1994 2 290 303 369 12.87
1994 2 331 334 394 2.78
1994 2 335 333 368 -1.99
1994 2 392 390 454 -1.61
1994 2 400 398 421 -1.74
1994 2 397 397 423 0
1994 2 385 385 457 0
1994 2 294 303 393 8.36
1994 2 415 420 398 4.59
1994 2 378 379 366 1
1994 2 383 375 427 -6.84
1994 2 324 327 395 2.77
1994 2 380 380 366 0
1994 2 270 380 394 101.97
1994 2 336 330 367 -5.97
1994 2 341 350 424 7.75
1994 2 327 337 402 9.09
1994 2 311 324 421 11.28
1994 2 281 285 368 3.97
1994 2 257 267 376 9.71
1994 2 365 372 368 6.95
1994 2 309 313 366 3.99
1994 2 336 345 393 8.36
1994 2 371 370 398 -0.92
1994 2 354 355 369 0.99
1994 2 354 360 426 5.14
1994 2 289 290 485 0.75
1994 2 273 275 367 1.99
1994 2 265 268 392 2.8
1994 2 305 307 372 1.96
1994 2 340 337 399 -2.75
1994 2 309 317 372 7.85
1994 2 318 327 401 8.2
1994 2 259 265 429 5.11
1994 2 367 373 376 5.83
1994 2 290 293 455 2.41
1994 2 406 408 376 1.94
1994 2 272 296 396 22.14
1994 2 303 297 403 -5.44
1994 2 378 380 453 1.61
1994 2 402 404 429 1.7
1994 2 290 300 366 9.98
1994 2 330 350 372 19.64
1994 2 296 320 416 21.07
1994 2 262 286 367 23.89
1994 2 387 388 425 0.86
1994 2 275 284 489 6.72
1994 2 312 325 371 12.8
1994 2 287 286 454 -0.8
1994 2 326 325 403 -0.91
1994 2 366 380 399 12.82
1994 2 288 301 490 9.69
1994 2 248 248 373 0
1994 2 430 435 384 4.76
1994 2 314 312 373 -1.96
1994 2 330 330 374 0
1994 2 372 361 425 -9.45
1994 2 369 370 397 0.92
1994 2 381 378 397 -2.76
1994 2 325 320 423 -4.32
1994 2 380 382 428 1.71
1994 2 430 430 427 0
1994 2 321 320 395 -0.92
1994 2 334 336 377 1.94
1994 2 434 430 440 -3.32
1994 2 336 340 392 3.73
1994 2 321 322 378 0.97
1994 2 392 390 399 -1.83
1994 2 355 360 391 4.67
1994 2 360 362 373 1.96
1994 2 373 375 374 1.95
1994 2 361 361 460 0
1994 2 312 314 395 1.85
1994 2 315 324 368 8.93
1994 2 351 348 376 -2.91
1994 2 305 307 421 1.74
1994 2 374 374 387 0
1994 2 400 395 369 -4.95
1994 2 310 313 379 2.89
1994 2 348 341 399 -6.41
1994 2 395 387 392 -7.45
1994 2 425 425 396 0
1994 2 355 355 458 0
1994 2 375 360 406 -13.49
1994 2 347 345 403 -1.81
1994 2 282 292 400 9.13
1994 2 228 302 367 73.65
1994 2 356 362 375 5.84
1994 2 295 310 429 12.77
1994 2 305 315 367 9.95
1994 2 359 364 458 3.99
1994 2 322 328 393 5.58
1994 2 376 381 372 4.91
1994 2 368 369 367 1
1994 2 267 295 398 25.7
1994 2 381 381 396 0
1994 2 361 360 426 -0.86
1994 2 315 350 426 30.01
1994 2 327 341 372 13.75
1994 2 293 300 426 6
1994 2 442 435 386 -6.62
1994 2 351 352 428 0.85
1994 2 271 278 430 5.95
1994 2 338 346 369 7.92
1994 2 218 219 389 0.94
1994 2 346 342 421 -3.47
1994 2 205 235 427 25.66
1994 2 228 236 404 7.23
1994 2 396 390 402 -5.45
1994 2 346 347 401 0.91
1994 2 368 370 399 1.83
1994 2 355 352 453 -2.42
1994 2 380 381 414 0.88
1994 2 423 423 492 0
1994 2 337 337 400 0
1994 2 340 337 456 -2.4
1994 2 378 378 372 0
1994 2 278 284 370 5.92
1994 2 371 370 454 -0.8
1994 2 372 371 396 -0.92
1994 2 305 302 395 -2.77
1994 2 295 305 392 9.32
1994 2 310 309 431 -0.85
1994 2 189 214 433 21.09
1994 2 379 380 379 0.96
1994 2 410 410 460 0
1994 2 208 230 405 19.84
1994 2 414 415 452 0.81
1994 2 225 246 519 14.78
1994 2 218 242 393 22.31
1994 2 294 305 366 10.98
1994 2 177 185 399 7.32
1994 2 350 360 452 8.08
1994 2 223 247 370 23.69
1994 2 189 239 519 35.19
1994 2 398 395 420 -2.61
1994 2 170 202 400 29.22
1994 2 254 280 405 23.45
1994 2 213 230 381 16.3
1994 2 230 255 400 22.83
1994 2 230 230 426 0
1994 2 212 229 396 15.68
1994 2 382 379 395 -2.77
1994 2 251 257 378 5.8
1994 2 195 224 390 27.16
1994 2 185 209 490 17.89
1994 2 403 407 421 3.47
1994 2 173 217 441 36.44
1994 2 288 287 372 -0.98
1994 2 167 204 399 33.87
1994 2 375 380 390 4.68
1994 2 205 225 488 14.97
1994 2 182 190 498 5.87
1994 2 457 456 392 -0.93
1994 2 404 404 368 0
1994 2 179 227 494 35.49
1994 2 195 221 488 19.46
1994 2 170 197 455 21.67
1994 2 170 201 517 21.9
1994 2 183 220 517 26.14
1994 2 413 416 407 2.69
1994 2 400 400 428 0
1994 2 391 380 485 -8.28
1994 2 356 353 383 -2.86
